title,date_time,like,views,link,description
Search an element in a Linked List (Iterative and Recursive) | GeeksforGeeks,"Nov 5, 2016",188,33K views,https://www.youtube.com//watch?v=7sikRsNcqgM,"Explanation for the article: http://quiz.geeksforgeeks.org/search-...

This video is contributed by Harsh Agarwal. …...more
...more








Key moments







View all



















Problem
Problem
0:15




Problem

0:15









Iterative Algorithm
Iterative Algorithm
1:03




Iterative Algorithm

1:03









Step by Step Explanation
Step by Step Explanation
1:43




Step by Step Explanation

1:43









C implementation of Iterative function
C implementation of Iterative function
2:52




C implementation of Iterative function

2:52









Diagram to explain all recursive calls
Diagram to explain all recursive calls
7:19




Diagram to explain all recursive calls

7:19









C implementation of recursive algorithm
C implementation of recursive algorithm
8:35




C implementation of recursive algorithm

8:35
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Hashing | Set 1 (Introduction) | GeeksforGeeks,"Nov 1, 2016",2.6K,489K views,https://www.youtube.com//watch?v=wWgIAphfn2U,"Explanation for the article: http://quiz.geeksforgeeks.org/hashing...

This video is contributed by Illuminati. …...more
...more








Chapters







View all



















Introduction
Introduction
0:00




Introduction

0:00









Solutions
Solutions
1:00




Solutions

1:00









Hash Function
Hash Function
3:28




Hash Function

3:28
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Inorder Tree Traversal without Recursion | GeeksforGeeks,"Nov 1, 2016",1.3K,162K views,https://www.youtube.com//watch?v=VsxLHGUqAKs,"Explanation for the article: http://www.geeksforgeeks.org/inorder-...

Read More: https://www.geeksforgeeks.org/inorder... …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Review
Review
0:13




Review

0:13









Algorithm
Algorithm
2:12




Algorithm

2:12









C Implementation
C Implementation
7:27




C Implementation

7:27









Complexity
Complexity
7:46




Complexity

7:46
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Largest Sum Contiguous Subarray | D E Shaw & Co Interview Questions | GeeksforGeeks,"Nov 1, 2016",1.4K,220K views,https://www.youtube.com//watch?v=OexQs_cYgAQ&pp=0gcJCccJAYcqIYzv,"Find complete code at GeeksforGeeks article: http://www.geeksforgeeks.org/largest-...

Practice Problem Online Judge: http://practice.geeksforgeeks.org/pro... …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Write a recursive function to print reverse of a Linked List | GeeksforGeeks,"Oct 31, 2016",238,40K views,https://www.youtube.com//watch?v=bbbnyIDHeR8,"Explanation for the article: http://www.geeksforgeeks.org/write-a-...

This video is contributed by Harsh Agarwal. …...more
...more








Key moments







View all



















Problem
Problem
0:13




Problem

0:13









Psuedo Code
Psuedo Code
0:43




Psuedo Code

0:43









Step by Step Explanation
Step by Step Explanation
1:23




Step by Step Explanation

1:23









What happens after reaching the last node?
What happens after reaching the last node?
2:28




What happens after reaching the last node?

2:28









Recursive Function
Recursive Function
4:56




Recursive Function

4:56
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Next Greater Element | GeeksforGeeks,"Oct 30, 2016",271,64K views,https://www.youtube.com//watch?v=sgelJuvX1bU,"Explanation for the article: http://www.geeksforgeeks.org/next-gre...

Read More: https://www.geeksforgeeks.org/next-gr... …...more
...more





Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Write a function to get Nth node in a Linked List | GeeksforGeeks,"Oct 30, 2016",135,24K views,https://www.youtube.com//watch?v=iyOh1IWXnq4,"Explanation for the article: http://www.geeksforgeeks.org/write-a-...

This video is contributed by Harsh Agarwal. …...more
...more








Key moments







View all



















Problem
Problem
0:15




Problem

0:15









Algorithm
Algorithm
1:18




Algorithm

1:18









Step by Step Explanation
Step by Step Explanation
2:14




Step by Step Explanation

2:14









C implementation of function
C implementation of function
4:01




C implementation of function

4:01
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Print a given matrix in spiral form | GeeksforGeeks,"Oct 30, 2016",1.5K,190K views,https://www.youtube.com//watch?v=qEZoUVOqOs8,"Explanation for the article: http://www.geeksforgeeks.org/print-a-...

This video is contributed by Harshit Jain. …...more
...more








Key moments







View all



















While Loop
While Loop
4:36




While Loop

4:36









Driver Method
Driver Method
7:58




Driver Method

7:58









Time Complexity of the Solution
Time Complexity of the Solution
8:14




Time Complexity of the Solution

8:14









Time Complexity
Time Complexity
8:37




Time Complexity

8:37
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Find Length of a Linked List (Iterative and Recursive) | GeeksforGeeks,"Oct 30, 2016",157,25K views,https://www.youtube.com//watch?v=kX_OJsOcK8Q,"Explanation for the article: http://quiz.geeksforgeeks.org/find-le...

Read More: https://www.geeksforgeeks.org/find-le... …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Iterative Solution
Iterative Solution
0:42




Iterative Solution

0:42









Step by Step Explanation
Step by Step Explanation
2:10




Step by Step Explanation

2:10









C implementation of Iterative function
C implementation of Iterative function
4:14




C implementation of Iterative function

4:14









Recursive Solution
Recursive Solution
5:22




Recursive Solution

5:22









C implementation of recursive function
C implementation of recursive function
9:09




C implementation of recursive function

9:09
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Detection of Loop in a Linked List |  D E Shaw & Co Interview Questions | GeeksforGeeks,"Oct 30, 2016",716,99K views,https://www.youtube.com//watch?v=Aup0kOWoMVg,"Explanation for the article: http://www.geeksforgeeks.org/write-a-...

Read More: https://www.geeksforgeeks.org/detect-... …...more
...more








Chapters







View all



















Problem Statement
Problem Statement
0:00




Problem Statement

0:00









Solution 1
Solution 1
0:59




Solution 1

0:59









Intuitive Explanation
Intuitive Explanation
3:25




Intuitive Explanation

3:25









Comparing The Solutions
Comparing The Solutions
4:41




Comparing The Solutions

4:41









Pseudo Code
Pseudo Code
5:37




Pseudo Code

5:37









Illustration 1
Illustration 1
6:32




Illustration 1

6:32









Illustration 2
Illustration 2
7:25




Illustration 2

7:25









C implementation
C implementation
8:17




C implementation

8:17
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Dynamic Programming | Set 1 (Overlapping Subproblems Property) | GeeksforGeeks,"Oct 26, 2016",2.1K,445K views,https://www.youtube.com//watch?v=mmjDZGSr7EA,"Explanation for the article: http://www.geeksforgeeks.org/dynamic-...

This video is contributed by Sephiri. …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









Mathematical Background
Mathematical Background
0:13




Mathematical Background

0:13









Optimal Substructure
Optimal Substructure
0:57




Optimal Substructure

0:57









Overlapping Subproblems
Overlapping Subproblems
1:29




Overlapping Subproblems

1:29









Time Complexity
Time Complexity
2:16




Time Complexity

2:16









Solution: Use Memory
Solution: Use Memory
3:13




Solution: Use Memory

3:13









What is Dynamic Programming?
What is Dynamic Programming?
3:43




What is Dynamic Programming?

3:43









Dynamic Programming vs. Divide and Conquer
Dynamic Programming vs. Divide and Conquer
3:57




Dynamic Programming vs. Divide and Conquer

3:57
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
Level Order Tree Traversal | GeeksforGeeks,"Oct 23, 2016",778,138K views,https://www.youtube.com//watch?v=kQ-aoKbGKSo,"Explanation for the article: http://www.geeksforgeeks.org/level-or...

Read More: https://www.geeksforgeeks.org/level-o... …...more
...more








Chapters







View all



















Intro
Intro
0:00




Intro

0:00









What is Tree Traversal
What is Tree Traversal
0:11




What is Tree Traversal

0:11









Example
Example
0:52




Example

0:52









Algorithm
Algorithm
1:48




Algorithm

1:48









Code Implementation
Code Implementation
4:45




Code Implementation

4:45









Time Complexity
Time Complexity
5:05




Time Complexity

5:05
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
The Stock Span Problem | GeeksforGeeks,"Oct 23, 2016",342,66K views,https://www.youtube.com//watch?v=LvQzYMXEANs,"Explanation for the article: http://www.geeksforgeeks.org/the-stoc...

Read More: https://www.geeksforgeeks.org/the-sto... …...more
...more








Chapters







View all



















The Stock Span Problem
The Stock Span Problem
0:00




The Stock Span Problem

0:00









A Simple but inefficient method
A Simple but inefficient method
3:32




A Simple but inefficient method

3:32









A Linear Time Complexity Method
A Linear Time Complexity Method
6:36




A Linear Time Complexity Method

6:36
















Transcript


Follow along using the transcript.


Show transcript




GeeksforGeeks

      1.09M subscribers
    



Videos
About








VideosAboutXLinkedinInstagram













Show less
"
